Frame,TopLeftCornerX,TopLeftCornerY,Length,Height
5300,480.5,131.5,24,16
5300,453.5,126.5,24,28
5300,375.5,118.5,38,20
5300,627.5,117.5,85,41
5300,641.5,116.5,25,17
5300,356.5,108.5,24,16
5300,562.5,101.5,65,45
5300,511.5,100.5,59,36
5300,528.5,90.5,31,15
5300,579.5,80.5,67,18
5300,655.5,66.5,49,22
5300,562.5,52.5,26,19
5300,598.5,49.5,64,25
5301,337.5,451.5,53,29
5301,619.5,440.5,33,21
5301,446.5,431.5,68,40
5301,113.5,425.5,68,38
5301,664.5,390.5,28,27
5301,406.5,366.5,37,26
5301,674.5,338.5,43,18
5301,234.5,338.5,50,31
5301,21.5,331.5,45,30
5301,587.5,308.5,49,23
5301,312.5,302.5,42,20
5301,532.5,277.5,45,15
5301,497.5,257.5,34,20
5301,606.5,247.5,43,20
5303,98.5,396.5,65,74
5303,258.5,361.5,78,35
5303,637.5,342.5,25,28
5303,681.5,331.5,39,28
5303,149.5,298.5,105,36
5303,348.5,297.5,70,74
5303,592.5,275.5,35,15
5303,0.5,257.5,57,31
5303,547.5,253.5,28,18
5303,668.5,250.5,40,20
5303,179.5,245.5,39,22
5303,388.5,241.5,43,24
5303,294.5,225.5,28,15
5303,637.5,222.5,35,18
5303,428.5,219.5,42,20
5303,502.5,208.5,24,16
5303,206.5,200.5,47,19
5303,85.5,200.5,47,23
5305,493.5,404.5,48,29
5305,596.5,315.5,39,19
5305,673.5,275.5,47,24
5305,692.5,266.5,28,15
5305,584.5,266.5,56,28
5305,640.5,261.5,25,17
5305,231.5,253.5,74,44
5305,7.5,248.5,70,41
5305,510.5,234.5,31,16
5305,578.5,232.5,31,15
5305,664.5,214.5,56,44
5305,418.5,212.5,22,15
5305,529.5,197.5,50,28
5305,165.5,197.5,21,16
5305,480.5,196.5,27,16
5305,230.5,163.5,32,16
5305,48.5,147.5,61,20
5305,478.5,121.5,32,20
5305,332.5,114.5,93,30
5305,431.5,113.5,34,15
5306,0.5,400.5,42,50
5306,75.5,324.5,52,41
5306,156.5,297.5,154,71
5306,335.5,251.5,59,39
5306,72.5,251.5,78,54
5306,479.5,248.5,55,28
5306,162.5,229.5,48,19
5306,60.5,223.5,36,25
5306,632.5,212.5,38,34
5306,544.5,206.5,55,38
5306,648.5,202.5,63,22
5306,226.5,199.5,57,52
5306,48.5,186.5,40,30
5306,163.5,184.5,43,23
5306,564.5,170.5,43,19
5306,70.5,167.5,43,16
5306,520.5,165.5,35,19
5306,251.5,157.5,41,18
5306,403.5,148.5,48,31
5306,107.5,144.5,34,19
5306,547.5,142.5,43,15
5306,629.5,137.5,30,15
5306,295.5,132.5,35,19
5306,662.5,121.5,38,22
5306,82.5,121.5,43,16
5306,627.5,103.5,45,17
5306,397.5,97.5,49,20
5306,320.5,95.5,57,16
5306,99.5,92.5,48,17
5306,552.5,89.5,40,16
5306,682.5,78.5,21,22
5306,354.5,78.5,27,15
5306,225.5,75.5,57,23
5306,449.5,73.5,25,16
5306,240.5,59.5,57,18
5306,578.5,58.5,40,17
5306,385.5,55.5,23,18
5306,0.5,0.5,144,33
5307,110.5,424.5,36,46
5307,318.5,421.5,38,42
5307,89.5,377.5,23,19
5307,456.5,368.5,157,112
5307,124.5,345.5,51,37
5307,22.5,340.5,44,56
5307,275.5,300.5,52,38
5307,0.5,295.5,45,33
5307,223.5,279.5,54,39
5307,627.5,277.5,47,41
5307,102.5,271.5,93,59
5307,491.5,270.5,42,27
5307,113.5,270.5,22,19
5307,360.5,264.5,100,49
5307,46.5,263.5,20,19
5307,91.5,253.5,21,16
5307,233.5,244.5,36,20
5307,178.5,221.5,20,20
5307,372.5,211.5,42,23
5307,298.5,211.5,47,23
5307,164.5,189.5,39,19
5307,584.5,187.5,44,41
5307,243.5,167.5,34,20
5307,312.5,163.5,57,30
5307,292.5,159.5,43,15
5307,459.5,151.5,34,17
5307,658.5,149.5,39,24
5307,366.5,133.5,46,18
5307,317.5,129.5,31,15
5307,512.5,124.5,22,18
5307,545.5,84.5,52,19
5307,664.5,79.5,32,18
5308,664.5,377.5,36,37
5308,577.5,335.5,40,30
5308,665.5,281.5,23,15
5308,506.5,228.5,30,20
5308,543.5,213.5,30,20
5308,468.5,152.5,27,20
5308,291.5,142.5,28,23
5308,221.5,55.5,36,15
5308,222.5,30.5,27,15
5309,292.5,409.5,35,22
5309,461.5,335.5,71,59
5309,379.5,332.5,25,21
5309,617.5,321.5,64,98
5309,664.5,315.5,33,32
5309,382.5,283.5,47,42
5309,693.5,274.5,27,21
5309,20.5,271.5,82,52
5309,146.5,264.5,48,45
5309,581.5,256.5,82,40
5309,286.5,252.5,39,24
5309,673.5,247.5,28,22
5309,3.5,233.5,29,18
5309,498.5,210.5,28,20
5309,231.5,208.5,37,21
5309,311.5,201.5,44,21
5309,14.5,195.5,58,29
5309,389.5,174.5,47,58
5309,574.5,171.5,28,17
5309,627.5,170.5,30,19
5309,445.5,170.5,31,15
5309,222.5,169.5,58,23
5309,128.5,164.5,44,21
5309,48.5,153.5,42,23
5309,628.5,149.5,57,25
5309,274.5,149.5,102,47
5309,498.5,134.5,50,24
5309,401.5,132.5,42,26
5309,320.5,131.5,69,25
5309,474.5,124.5,49,37
5309,14.5,121.5,71,29
5309,125.5,107.5,36,15
5309,280.5,99.5,64,33
5309,439.5,93.5,32,19
5309,200.5,90.5,30,25
5309,294.5,87.5,43,15
5309,72.5,83.5,90,21
5309,331.5,71.5,112,26
5309,18.5,69.5,39,23
5309,274.5,68.5,30,16
5309,147.5,57.5,30,19
5310,40.5,454.5,34,26
5310,684.5,439.5,36,41
5310,0.5,342.5,40,39
5310,243.5,326.5,142,89
5310,56.5,316.5,26,27
5310,16.5,308.5,20,19
5310,33.5,281.5,142,125
5310,589.5,279.5,127,103
5310,109.5,251.5,31,22
5310,257.5,235.5,47,39
5310,187.5,215.5,61,55
5310,89.5,200.5,75,59
5310,311.5,189.5,29,21
5310,236.5,189.5,24,17
5310,357.5,171.5,37,29
5310,95.5,166.5,57,42
5310,315.5,161.5,35,25
5310,176.5,160.5,38,18
5310,146.5,160.5,31,23
5310,283.5,153.5,42,23
5310,223.5,152.5,22,16
5310,360.5,141.5,53,31
5310,245.5,140.5,25,18
5310,485.5,138.5,36,16
5310,186.5,130.5,34,21
5310,247.5,122.5,44,18
5310,349.5,119.5,28,21
5310,276.5,117.5,44,34
5310,622.5,114.5,48,37
5310,524.5,81.5,42,46
5310,482.5,75.5,30,20
5310,304.5,66.5,70,31
5310,434.5,65.5,31,17
5310,600.5,63.5,64,17
5310,586.5,46.5,50,17
5310,503.5,44.5,26,18
5310,659.5,32.5,61,19
5310,430.5,31.5,49,22
5310,566.5,9.5,38,20
5310,535.5,3.5,33,15
5312,25.5,460.5,57,20
5312,427.5,458.5,66,22
5312,147.5,423.5,24,19
5312,0.5,423.5,85,29
5312,4.5,403.5,28,16
5312,51.5,400.5,36,21
5312,203.5,389.5,52,40
5312,466.5,381.5,66,39
5312,139.5,362.5,29,19
5312,183.5,350.5,63,37
5312,111.5,350.5,50,23
5312,594.5,346.5,126,93
5312,523.5,340.5,56,39
5312,32.5,339.5,60,37
5312,92.5,329.5,26,16
5312,379.5,319.5,41,18
5312,608.5,311.5,82,33
5312,225.5,311.5,44,16
5312,274.5,310.5,103,43
5312,14.5,305.5,68,23
5312,185.5,301.5,43,25
5312,422.5,300.5,33,21
5312,284.5,299.5,22,16
5312,47.5,292.5,30,15
5312,77.5,281.5,60,17
5312,179.5,280.5,69,26
5312,294.5,277.5,29,21
5312,494.5,275.5,30,17
5312,570.5,268.5,109,42
5312,358.5,264.5,47,30
5312,245.5,264.5,53,16
5312,301.5,259.5,53,21
5312,674.5,258.5,46,36
5312,631.5,251.5,33,15
5312,525.5,251.5,33,26
5312,439.5,248.5,54,40
5312,246.5,237.5,40,19
5312,390.5,231.5,62,31
5312,295.5,229.5,29,15
5312,671.5,227.5,49,22
5312,546.5,226.5,96,21
5312,488.5,222.5,57,31
5312,334.5,214.5,38,35
5312,375.5,202.5,39,15
5312,544.5,195.5,26,19
5312,615.5,179.5,24,15
5312,643.5,158.5,28,18
5312,684.5,149.5,30,25
5313,671.5,303.5,49,32
5314,590.5,301.5,30,22
5314,176.5,291.5,25,15
5315,582.5,384.5,33,15
5316,4.5,449.5,60,31
5316,567.5,422.5,103,58
5316,154.5,382.5,61,84
5316,327.5,332.5,89,57
5316,549.5,285.5,103,80
5316,94.5,234.5,30,39
5316,674.5,232.5,39,38
5316,589.5,224.5,66,37
5316,517.5,183.5,62,26
5316,288.5,180.5,84,52
5316,129.5,165.5,87,59
5316,629.5,159.5,53,22
5316,228.5,148.5,37,25
5316,326.5,142.5,32,23
5316,615.5,133.5,43,24
5316,380.5,133.5,65,28
5316,318.5,122.5,40,19
5316,170.5,122.5,37,24
5316,145.5,119.5,28,15
5316,480.5,118.5,22,19
5316,636.5,116.5,66,48
5316,255.5,97.5,33,26
5316,474.5,96.5,61,48
5316,635.5,93.5,27,19
5316,675.5,74.5,45,22
5316,401.5,73.5,66,51
5316,328.5,73.5,63,46
5316,548.5,72.5,40,19
5316,627.5,67.5,52,33
5316,562.5,51.5,27,18
5316,599.5,40.5,34,15
5316,213.5,36.5,25,16
5316,426.5,34.5,58,23
5316,570.5,0.5,150,54
5317,405.5,410.5,20,21
5317,33.5,380.5,24,20
5317,649.5,376.5,29,16
5317,677.5,359.5,29,17
5317,505.5,350.5,72,42
5317,430.5,341.5,68,38
5317,323.5,338.5,54,34
5317,509.5,305.5,70,38
5317,515.5,281.5,38,21
5317,278.5,279.5,50,33
5317,203.5,267.5,42,26
5317,344.5,266.5,57,30
5317,450.5,264.5,40,19
5317,370.5,227.5,59,26
5317,106.5,226.5,59,31
5317,11.5,214.5,34,17
5317,244.5,203.5,29,15
5317,164.5,198.5,51,19
5318,86.5,433.5,108,47
5318,567.5,330.5,28,22
5318,251.5,317.5,105,68
5318,637.5,298.5,83,91
5318,384.5,297.5,119,82
5318,0.5,161.5,21,36
5318,63.5,152.5,79,82
5318,646.5,118.5,48,47
5318,3.5,106.5,24,19
5318,26.5,101.5,29,28
5318,559.5,73.5,74,42
5318,618.5,68.5,30,37
5318,2.5,68.5,37,37
5318,699.5,47.5,21,21
5318,562.5,27.5,124,42
5319,15.5,461.5,69,19
5319,446.5,426.5,124,54
5319,250.5,418.5,70,62
5319,86.5,296.5,69,62
5319,239.5,265.5,21,15
5319,68.5,203.5,44,45
5319,401.5,198.5,76,61
5319,0.5,169.5,47,34
5319,278.5,164.5,48,37
5319,473.5,155.5,68,45
5319,4.5,152.5,23,21
5319,145.5,142.5,142,72
5319,663.5,128.5,50,37
5319,522.5,113.5,38,23
5319,94.5,111.5,35,18
5319,231.5,97.5,37,20
5319,620.5,83.5,31,16
5319,360.5,73.5,39,19
5319,654.5,72.5,39,18
5319,613.5,63.5,33,16
5319,217.5,54.5,54,28
5319,487.5,48.5,34,21
5319,630.5,47.5,29,15
5319,320.5,24.5,31,15
5319,521.5,1.5,32,20
5319,0.5,0.5,124,46
5320,63.5,431.5,56,40
5320,284.5,392.5,81,51
5320,155.5,391.5,42,33
5320,276.5,355.5,58,45
5320,230.5,354.5,54,26
5320,172.5,348.5,54,31
5320,0.5,327.5,81,67
5320,116.5,325.5,29,21
5320,270.5,320.5,52,36
5320,104.5,295.5,24,22
5320,0.5,291.5,23,15
5320,79.5,286.5,34,18
5320,181.5,265.5,35,21
5320,117.5,265.5,38,28
5320,457.5,263.5,39,20
5320,238.5,250.5,26,15
5320,387.5,224.5,38,34
5320,653.5,215.5,63,32
5320,579.5,191.5,52,24
5321,465.5,459.5,73,21
5321,166.5,384.5,40,49
5321,499.5,372.5,82,51
5321,630.5,337.5,71,31
5321,268.5,316.5,78,75
5321,477.5,309.5,67,33
5321,360.5,298.5,60,40
5321,129.5,293.5,63,39
5321,630.5,290.5,52,33
5321,0.5,280.5,30,37
5321,650.5,251.5,70,47
5321,580.5,230.5,51,30
5321,190.5,212.5,48,30
5321,51.5,212.5,38,21
5321,691.5,205.5,29,17
5321,417.5,192.5,43,26
5321,653.5,189.5,36,17
5321,51.5,183.5,31,24
5321,95.5,176.5,94,41
5321,606.5,172.5,31,16
5321,13.5,172.5,34,27
5321,98.5,164.5,34,33
5321,546.5,154.5,58,18
5321,43.5,152.5,27,17
5321,609.5,141.5,23,21
5321,230.5,135.5,55,20
5321,186.5,129.5,41,18
5321,93.5,121.5,62,38
5321,341.5,120.5,40,24
5321,505.5,119.5,42,21
5321,256.5,118.5,23,15
5321,541.5,109.5,21,17
5321,316.5,85.5,48,20
5322,0.5,441.5,36,22
5322,85.5,420.5,27,29
5322,333.5,416.5,61,50
5322,9.5,405.5,25,16
5322,47.5,394.5,49,72
5322,146.5,391.5,43,40
5322,415.5,377.5,145,92
5322,342.5,367.5,58,39
5322,200.5,335.5,47,39
5322,356.5,308.5,63,38
5322,254.5,290.5,78,37
5322,358.5,289.5,44,19
5322,306.5,267.5,40,19
5322,530.5,251.5,78,32
5322,401.5,238.5,33,23
5322,387.5,222.5,27,22
5322,437.5,211.5,25,15
5322,488.5,191.5,32,18
5322,613.5,180.5,40,23
5322,499.5,170.5,31,15
5322,615.5,155.5,27,17
5322,539.5,137.5,32,18
5322,612.5,93.5,37,30
5323,289.5,284.5,48,23
5324,681.5,257.5,39,42
5324,616.5,231.5,43,37
5324,682.5,173.5,27,18
5324,639.5,168.5,43,24
5324,496.5,164.5,43,27
5324,438.5,142.5,41,20
5324,575.5,131.5,33,21
5324,497.5,129.5,32,18
5324,174.5,125.5,58,19
5324,310.5,110.5,56,24
5324,5.5,90.5,31,24
5324,142.5,78.5,32,18
5324,284.5,66.5,34,19
5324,0.5,58.5,45,30
5324,343.5,52.5,35,16
5324,291.5,45.5,52,23
5324,511.5,36.5,33,15
5325,424.5,435.5,44,17
5325,150.5,432.5,112,43
5325,268.5,414.5,78,42
5325,363.5,399.5,60,39
5325,71.5,393.5,62,39
5325,657.5,353.5,31,16
5325,188.5,349.5,50,23
5325,3.5,340.5,66,38
5325,279.5,338.5,44,16
5325,482.5,334.5,36,16
5325,403.5,332.5,54,19
5325,616.5,331.5,34,16
5325,22.5,321.5,44,20
5325,601.5,311.5,28,16
5325,669.5,310.5,50,18
5325,0.5,307.5,73,23
5325,351.5,294.5,39,18
5325,443.5,283.5,41,25
5325,183.5,260.5,64,17
5325,60.5,256.5,68,45
5325,237.5,245.5,101,25
5325,83.5,229.5,54,22
5326,46.5,461.5,33,19
5326,160.5,444.5,25,16
5326,105.5,443.5,28,15
5326,468.5,410.5,44,26
5326,218.5,406.5,26,16
5326,406.5,404.5,36,19
5326,369.5,403.5,42,20
5326,247.5,388.5,26,15
5326,393.5,373.5,37,19
5326,611.5,372.5,21,20
5326,27.5,370.5,29,16
5326,75.5,362.5,22,17
5326,231.5,358.5,24,21
5326,530.5,344.5,49,24
5326,467.5,315.5,35,17
5326,543.5,301.5,27,17
5327,224.5,440.5,70,40
5327,121.5,426.5,59,37
5327,0.5,401.5,24,32
5327,596.5,400.5,92,80
5327,102.5,351.5,48,50
5327,220.5,344.5,54,40
5327,60.5,327.5,42,48
5327,0.5,323.5,22,18
5327,126.5,314.5,47,33
5327,109.5,291.5,24,16
5327,27.5,290.5,49,58
5327,475.5,288.5,95,52
5327,306.5,273.5,51,29
5327,111.5,266.5,25,21
5327,184.5,260.5,33,32
5327,151.5,252.5,27,17
5327,127.5,227.5,43,34
5327,328.5,218.5,59,37
5327,267.5,205.5,50,32
5327,97.5,201.5,29,16
5327,573.5,196.5,53,21
5327,230.5,195.5,33,16
5327,333.5,184.5,47,37
5327,454.5,174.5,51,26
5327,524.5,166.5,109,27
5327,400.5,151.5,30,19
5327,298.5,141.5,26,15
5327,348.5,126.5,30,32
5327,504.5,101.5,120,53
5327,370.5,100.5,49,24
5327,648.5,99.5,38,19
5327,680.5,88.5,40,16
5327,669.5,55.5,46,17
5327,619.5,46.5,36,20
5327,498.5,45.5,22,21
5328,638.5,432.5,31,28
5328,645.5,387.5,32,29
5328,369.5,343.5,46,28
5328,418.5,297.5,32,15
5328,419.5,281.5,24,20
5328,31.5,251.5,45,25
5328,416.5,242.5,26,18
5328,258.5,183.5,20,17
5329,23.5,413.5,82,56
5329,333.5,393.5,73,26
5329,609.5,367.5,30,19
5329,430.5,310.5,43,17
5329,110.5,296.5,42,15
5329,0.5,285.5,26,15
5329,27.5,215.5,21,15
5330,0.5,450.5,33,30
5330,37.5,448.5,54,32
5330,181.5,447.5,31,23
5330,644.5,444.5,70,36
5330,218.5,442.5,74,38
5330,329.5,421.5,49,19
5330,518.5,409.5,72,55
5330,75.5,395.5,35,33
5330,524.5,383.5,59,21
5330,605.5,379.5,57,30
5330,663.5,361.5,40,22
5330,78.5,361.5,35,20
5330,176.5,344.5,57,24
5330,248.5,327.5,36,17
5330,265.5,315.5,32,15
5330,198.5,311.5,64,20
5330,580.5,304.5,46,17
5330,663.5,302.5,37,21
5330,372.5,296.5,45,15
5330,43.5,285.5,23,24
5330,262.5,272.5,72,42
5330,644.5,269.5,72,16
5330,433.5,264.5,29,22
5330,598.5,250.5,28,18
5330,201.5,243.5,41,27
5330,170.5,236.5,124,62
5330,298.5,234.5,27,18
5330,335.5,222.5,30,20
5330,259.5,222.5,38,17
5330,381.5,197.5,50,15
5330,630.5,163.5,30,15
5332,484.5,462.5,52,18
5332,288.5,426.5,74,54
5332,411.5,333.5,34,56
5332,12.5,322.5,54,46
5332,634.5,317.5,45,54
5332,154.5,309.5,48,22
5332,649.5,292.5,45,36
5332,278.5,268.5,85,44
5332,612.5,223.5,56,28
5332,292.5,216.5,66,28
5332,663.5,196.5,26,18
5332,413.5,183.5,36,24
5332,327.5,165.5,83,31
5332,521.5,158.5,30,15
5332,110.5,157.5,33,17
5332,584.5,153.5,46,19
5332,397.5,143.5,70,22
5332,15.5,137.5,30,15
5332,572.5,125.5,28,24
5332,322.5,125.5,46,18
5332,207.5,122.5,73,21
5332,20.5,100.5,29,15
5333,696.5,450.5,24,30
5333,663.5,350.5,26,24
5333,614.5,349.5,31,26
5333,505.5,323.5,74,31
5333,72.5,309.5,36,31
5333,309.5,238.5,31,20
5333,517.5,237.5,43,16
5333,79.5,226.5,32,23
5333,418.5,217.5,33,16
5333,305.5,198.5,26,16
5333,76.5,192.5,31,19
5333,124.5,170.5,82,21
5333,0.5,76.5,26,16
5334,0.5,0.5,160,58
5335,563.5,281.5,46,19
5336,508.5,443.5,37,26
5336,630.5,435.5,34,26
5336,685.5,430.5,28,29
5336,378.5,424.5,72,49
5336,385.5,397.5,44,29
5336,629.5,396.5,28,21
5336,515.5,396.5,34,21
5336,203.5,391.5,39,34
5336,647.5,375.5,30,18
5336,226.5,366.5,49,21
5336,559.5,362.5,30,18
5336,2.5,358.5,94,43
5336,421.5,352.5,62,38
5336,621.5,348.5,23,25
5336,313.5,345.5,59,34
5336,504.5,324.5,34,23
5336,467.5,299.5,43,24
5336,231.5,293.5,46,51
5336,248.5,281.5,24,17
5336,373.5,278.5,43,34
5336,307.5,276.5,49,40
5336,43.5,273.5,56,36
5336,126.5,256.5,29,16
5336,181.5,250.5,25,20
5336,264.5,243.5,53,26
5336,333.5,240.5,23,15
5336,310.5,227.5,21,17
5336,219.5,205.5,42,22
5336,260.5,203.5,30,15
5336,56.5,194.5,39,26
5336,91.5,189.5,29,16
5336,106.5,170.5,22,15
5336,0.5,160.5,29,19
5336,0.5,130.5,20,15
5336,58.5,126.5,28,22
5336,117.5,111.5,28,18
5336,28.5,94.5,37,31
5337,193.5,445.5,71,35
5337,675.5,405.5,24,17
5337,92.5,392.5,32,29
5337,22.5,386.5,46,42
5337,432.5,374.5,94,62
5337,270.5,374.5,62,48
5337,612.5,331.5,92,43
5337,48.5,327.5,27,21
5337,19.5,324.5,31,22
5337,233.5,320.5,61,62
5337,473.5,305.5,72,38
5337,18.5,301.5,27,20
5337,424.5,285.5,39,23
5337,93.5,274.5,31,18
5337,302.5,266.5,44,18
5337,0.5,261.5,24,27
5337,415.5,253.5,39,18
5337,238.5,252.5,32,17
5337,645.5,240.5,71,36
5337,207.5,238.5,32,15
5337,376.5,223.5,39,21
5337,279.5,222.5,45,38
5337,200.5,212.5,33,27
5337,240.5,196.5,37,16
5337,570.5,188.5,24,15
5337,695.5,155.5,25,21
5338,659.5,381.5,23,19
5338,100.5,332.5,44,37
5338,650.5,310.5,30,23
5338,379.5,310.5,46,22
5338,562.5,233.5,23,16
5338,1.5,226.5,47,27
5338,56.5,208.5,29,16
5339,625.5,451.5,20,18
5339,570.5,414.5,56,52
5339,613.5,412.5,22,25
5339,541.5,412.5,25,18
5339,614.5,383.5,28,26
5339,638.5,381.5,24,17
5339,415.5,372.5,57,35
5339,308.5,359.5,65,90
5339,282.5,327.5,54,29
5339,553.5,326.5,56,22
5339,138.5,324.5,46,36
5339,600.5,319.5,21,19
5339,412.5,306.5,84,63
5339,684.5,300.5,20,17
5339,271.5,299.5,48,23
5339,331.5,287.5,56,32
5339,35.5,281.5,94,42
5339,503.5,273.5,54,20
5339,136.5,263.5,46,29
5339,402.5,262.5,28,23
5339,472.5,254.5,28,15
5339,320.5,254.5,34,26
5339,371.5,240.5,26,17
5339,56.5,236.5,50,21
5339,139.5,232.5,36,24
5339,514.5,229.5,43,23
5339,514.5,219.5,51,20
5339,30.5,218.5,30,16
5339,374.5,209.5,24,15
5339,408.5,208.5,50,32
5339,335.5,199.5,37,21
5339,257.5,192.5,45,23
5339,91.5,192.5,33,16
5339,161.5,188.5,31,17
5339,339.5,174.5,48,26
5339,161.5,159.5,32,18
5339,294.5,155.5,49,19
5340,53.5,440.5,56,40
5340,340.5,412.5,59,68
5340,191.5,329.5,74,38
5340,642.5,276.5,62,41
5340,638.5,211.5,46,33
5340,655.5,99.5,22,15
5341,51.5,444.5,43,26
5341,446.5,410.5,38,26
5341,220.5,388.5,41,19
5341,591.5,373.5,112,37
5341,144.5,369.5,34,15
5341,397.5,359.5,37,24
5341,519.5,353.5,57,47
5341,693.5,349.5,27,20
5341,613.5,307.5,37,17
5342,671.5,426.5,20,17
5342,374.5,426.5,76,54
5342,573.5,420.5,40,31
5342,423.5,403.5,83,47
5342,297.5,403.5,60,44
5342,694.5,400.5,20,24
5342,549.5,381.5,96,39
5342,619.5,368.5,35,21
5342,542.5,354.5,26,15
5342,142.5,351.5,37,17
5342,359.5,350.5,37,26
5342,388.5,340.5,32,17
5342,264.5,336.5,30,25
5342,694.5,335.5,26,17
5342,429.5,320.5,29,23
5342,453.5,306.5,64,50
5342,0.5,301.5,130,46
5342,477.5,297.5,31,25
5342,206.5,286.5,81,36
5342,364.5,283.5,58,33
5342,180.5,268.5,27,17
5342,387.5,262.5,43,26
5342,198.5,251.5,38,19
5342,433.5,238.5,41,31
5342,402.5,237.5,27,26
5342,31.5,233.5,53,32
5342,250.5,228.5,36,32
5342,284.5,222.5,42,19
5342,71.5,198.5,32,22
5342,195.5,196.5,26,17
5342,226.5,186.5,56,18
5342,115.5,175.5,28,18
5342,9.5,147.5,100,52
5342,0.5,143.5,21,16
5342,15.5,126.5,37,19
5342,35.5,114.5,40,18
5343,92.5,451.5,21,23
5343,455.5,387.5,67,49
5343,468.5,302.5,26,27
5343,539.5,257.5,37,16
5343,683.5,248.5,34,15
5343,453.5,239.5,37,20
5344,332.5,452.5,53,28
5344,70.5,439.5,80,41
5344,689.5,430.5,31,20
5344,181.5,414.5,95,57
5344,409.5,391.5,26,24
5344,148.5,294.5,37,27
5344,449.5,289.5,40,18
5344,0.5,264.5,32,23
5344,207.5,256.5,32,20
5344,458.5,245.5,29,15
5344,296.5,230.5,58,27
5344,370.5,220.5,33,20
5344,102.5,183.5,28,15
5345,527.5,427.5,83,53
5345,123.5,357.5,57,35
5345,0.5,355.5,32,34
5345,192.5,352.5,83,92
5345,97.5,338.5,46,31
5345,647.5,302.5,61,35
5345,550.5,302.5,55,29
5345,32.5,296.5,36,20
5345,95.5,286.5,74,30
5345,368.5,271.5,80,67
5345,263.5,267.5,92,31
5345,104.5,266.5,24,16
5345,262.5,250.5,40,20
5345,540.5,238.5,23,15
5345,588.5,234.5,66,33
5345,344.5,228.5,56,17
5345,295.5,223.5,42,20
5345,685.5,215.5,35,28
5345,607.5,214.5,34,22
5345,529.5,212.5,56,20
5345,447.5,201.5,52,26
5345,582.5,186.5,42,21
5345,685.5,185.5,29,15
5345,312.5,177.5,28,15
5345,613.5,159.5,28,21
5346,173.5,406.5,31,21
5346,43.5,376.5,42,26
5347,70.5,447.5,72,33
5347,141.5,225.5,33,22
5348,691.5,454.5,29,26
5348,657.5,374.5,22,21
5348,687.5,368.5,33,50
5348,73.5,357.5,107,77
5348,0.5,350.5,25,62
5348,290.5,328.5,106,62
5348,465.5,265.5,21,18
5348,55.5,252.5,140,69
5348,640.5,243.5,44,27
5348,12.5,237.5,67,51
5348,460.5,220.5,22,16
5348,522.5,215.5,27,17
5348,104.5,213.5,43,25
5348,50.5,210.5,37,21
5348,536.5,194.5,36,18
5348,437.5,190.5,47,19
5348,312.5,188.5,77,24
5348,690.5,173.5,30,37
5348,689.5,165.5,31,17
5348,598.5,164.5,53,37
5348,531.5,157.5,34,27
5348,617.5,156.5,59,36
5348,628.5,147.5,50,32
5348,563.5,139.5,57,27
5348,311.5,137.5,77,30
5348,150.5,120.5,56,18
5348,363.5,118.5,61,29
5348,506.5,116.5,27,16
5348,518.5,109.5,70,27
5348,219.5,95.5,32,23
5348,354.5,79.5,50,21
5348,207.5,72.5,25,19
5349,646.5,444.5,34,35
5349,44.5,421.5,50,45
5349,0.5,396.5,50,41
5349,21.5,298.5,29,17
5349,19.5,243.5,48,56
5349,0.5,180.5,81,65
5349,186.5,116.5,47,22
5350,586.5,254.5,90,67
5350,7.5,228.5,31,29
5350,0.5,214.5,20,26
5350,300.5,204.5,72,32
5350,231.5,194.5,52,31
5350,33.5,140.5,34,40
5350,614.5,118.5,41,28
5350,308.5,116.5,67,43
5350,293.5,115.5,29,20
5350,49.5,112.5,22,20
5350,78.5,110.5,29,27
5350,507.5,92.5,46,30
5350,0.5,87.5,23,36
5350,41.5,85.5,22,19
5350,78.5,74.5,46,28
5350,247.5,73.5,42,15
5350,680.5,63.5,40,34
5350,198.5,63.5,49,54
5350,447.5,44.5,47,23
5350,75.5,32.5,51,23
5350,484.5,11.5,35,15
5350,258.5,11.5,61,34
5350,643.5,0.5,58,20
5350,519.5,0.5,65,16
5351,319.5,449.5,73,31
5351,191.5,373.5,48,35
5351,144.5,258.5,32,17
5351,194.5,238.5,23,20
5351,435.5,233.5,46,17
5351,228.5,233.5,25,15
5351,226.5,216.5,23,16
5352,554.5,364.5,46,42
5352,543.5,305.5,34,25
5352,527.5,262.5,25,15
5352,53.5,241.5,40,21
5352,179.5,236.5,28,18
5352,302.5,227.5,32,19
5353,336.5,426.5,40,30
5354,662.5,464.5,23,16
5354,460.5,457.5,37,23
5354,513.5,427.5,52,19
5354,567.5,411.5,32,17
5354,316.5,405.5,20,18
5354,678.5,403.5,22,19
5354,278.5,383.5,20,15
5354,517.5,370.5,113,56
5354,425.5,367.5,46,25
5354,699.5,361.5,21,15
5354,524.5,359.5,54,19
5354,696.5,279.5,24,20
5354,691.5,262.5,22,22
5355,38.5,396.5,47,25
5355,261.5,368.5,34,15
5355,69.5,301.5,25,18
5356,138.5,461.5,64,19
5356,116.5,424.5,23,26
5356,276.5,412.5,52,32
5356,164.5,371.5,27,21
5356,380.5,358.5,174,63
5356,549.5,319.5,64,33
5356,185.5,314.5,22,17
5356,355.5,292.5,35,22
5356,418.5,262.5,40,18
5356,619.5,256.5,60,44
5356,382.5,246.5,31,23
5356,367.5,244.5,21,15
5356,583.5,202.5,47,27
